tweet_text,compound_pos_ratio,compound_neu_ratio,compound_neg_ratio,compound_mean,max_compound_score,min_compound_score,median_compound_score,var,avg_pos_score,avg_neu_score,avg_neg_score,reaction_tweet_amount,tweet_type
Attack on #CharlieHebdo:The intl community cannot allow extremists to silence the free flow of opinions http://t.co/1BgO8HRRbf #pressfreedom,0.500,0.167,0.333,0.40698333333333336,0.9209,-0.5574,0.42965,0.0811692425,0.204,0.689,0.107,18,non-rumours
#CharlieHebdo in the eyes of #CharlieHebdo http://t.co/v195erxsY2,0.286,0.571,0.143,0.1829714285714286,0.4939,-0.5994,0.0,0.057717716326530624,0.070,0.843,0.087,7,non-rumours
RT #JeSuisCharlie In support of #CharlieHebdo. http://t.co/EvNntxSRIc,0.250,0.750,0.000,0.155975,0.6239,0.0,0.0,0.072984601875,0.070,0.930,0.000,4,non-rumours
why has daily telegraph pixelated this Charlie Hebdo cover? Shameful  http://t.co/GsU6a91szT,0.105,0.526,0.368,0.20241578947368422,0.5267,-0.7269,0.0258,0.06001283922437672,0.058,0.828,0.114,19,non-rumours
The attack on Charlie Hebdo is likely to radicalize all sides in the debate about Islam and Islamism. That's what terrorists are aiming for.,0.667,0.167,0.167,0.39411666666666667,0.7644,-0.6344,0.41895000000000004,0.07148256138888888,0.244,0.693,0.063,6,non-rumours
"The shooting at French magazine #CharlieHebdo is a hideous attack on free speech, not just in Paris but everywhere",0.250,0.500,0.250,0.290675,0.8445,-0.3182,0.1591,0.119115916875,0.075,0.893,0.032,4,non-rumours
The #CharlieHebdo attack represents possibly the most direct attack by Islamists on Western ideals to date.,0.258,0.258,0.484,0.38666774193548387,0.6369,-0.7783,0.4767,0.07408365573361081,0.097,0.712,0.191,31,non-rumours
"The extremists will benefit from an escalation, it justifies them. People who just want to coexist are thrown under the bus. #CharlieHebdo",0.143,0.286,0.571,0.33387142857142854,0.5621,-0.6808,0.3818,0.08249775061224489,0.058,0.822,0.120,7,non-rumours
"Gunmen in #CharlieHebdo attack are on the loose, ""will (be) chased as long as necessary,"" French President says. http://t.co/zUfxcG3Rfs",0.250,0.000,0.750,0.6409499999999999,0.5719,-0.6908,0.65055,0.0026693425000000005,0.079,0.723,0.198,4,non-rumours
Video: #CharlieHebdo's editor tells Al Jazeera why they are a target [2012] http://t.co/EJK2Em0M8R http://t.co/UK970UDPPz,0.444,0.111,0.444,0.43341111111111114,0.8056,-0.5661,0.4939,0.06463937209876543,0.116,0.746,0.138,9,non-rumours
"TWITTER.  Charlie Hebdo is a racist publication.  Murderers murdering people are not justified in murdering people. Crazy paradox, I know.",0.257,0.314,0.429,0.34997428571428574,0.5859,-0.8255,0.3612,0.0812924761959184,0.084,0.813,0.103,35,non-rumours
"This cartoon by Robert Mankoff from The New Yorker Sept 2012.
#CharlieHebdo http://t.co/pyQfnV42Su",0.359,0.188,0.453,0.38009062499999996,0.9136,-0.9362,0.38675000000000004,0.08105901366210934,0.118,0.747,0.135,64,non-rumours
The events at #CharlieHebdo won’t make me discriminate against Islam. I will remain steadfast in finding all religions equally stupid.,0.471,0.059,0.471,0.45418235294117654,0.7845,-0.8658,0.3875,0.050747406159169554,0.203,0.656,0.141,17,non-rumours
Every newspaper should publish a free issue of #charliehebdo so we can all see the reason 12 people have died today. http://t.co/XazdjLCAOR,0.286,0.143,0.571,0.5648,0.7565,-0.9359,0.6369,0.07929885714285713,0.084,0.744,0.172,7,non-rumours
You can't kill free speech #CharlieHebdo,0.235,0.294,0.471,0.4186000000000001,0.6369,-0.8519,0.4767,0.09720918588235294,0.113,0.716,0.171,17,non-rumours
"#CharlieHebdo-an equal opportunity satirical mag in the grand tradition of #France.
Long may that tradition continue!
#FreedomOfSpeech",0.125,0.250,0.625,0.33906249999999993,0.7494,-0.5719,0.35165,0.06839982484375,0.101,0.720,0.180,8,non-rumours
#CharlieHebdo because no1 thought allowing 1000s of Euro jihadis to cross to #Syria &amp; get trained &amp; radicalized would have any consequences?,0.395,0.209,0.395,0.38153953488372083,0.6696,-0.8979,0.4019,0.07911258006489998,0.141,0.722,0.137,43,non-rumours
"Only this, today #CharlieHebdo http://t.co/QXfYkDwBtd",0.600,0.200,0.200,0.3619150000000001,0.7783,-0.5423,0.39185,0.04566837327499999,0.197,0.725,0.078,20,non-rumours
"""Terror"" in France: Gunmen in #CharlieHebdo attack still at large. What we know so far http://t.co/Jfqmha1GdV (Getty) http://t.co/2QyDcbE7P6",0.000,0.250,0.750,0.40998750000000006,0.0,-0.7003,0.5841000000000001,0.07974643359375,0.043,0.705,0.252,8,non-rumours
"A sad day for France, for journalism, for free speech, and those whose beliefs the attackers pretend to represent  #CharlieHebdo",0.250,0.000,0.750,0.741525,0.765,-0.8591,0.7538,0.008643906874999994,0.119,0.578,0.304,4,non-rumours
French media says cartoonist behind original Prophet cartoon is dead #CharlieHebdo via @EricWRandolph,0.125,0.250,0.625,0.3350875,0.4404,-0.6597,0.39475000000000005,0.04726429109375,0.080,0.740,0.180,8,non-rumours
"People who have actually died of being offended: 0
People who have died because others were offended: far too many.
#CharlieHebdo",0.286,0.143,0.571,0.5158571428571429,0.6352,-0.8225,0.5994,0.06653006244897959,0.110,0.529,0.361,7,non-rumours
Journalists and others using #JeSuisCharlie to express support for freedom of speech after Paris attack http://t.co/OSzSvL3pKy,0.667,0.333,0.000,0.4001166666666667,0.875,0.0,0.34985,0.12398023472222224,0.249,0.699,0.052,6,non-rumours
"#CharlieHebdo massacre: modus operandi, efficiency &amp; focus point to jihad returnees, guys trained to kill repeatedly not one-time kamikazes",0.462,0.154,0.385,0.41526923076923083,0.765,-0.8176,0.3612,0.08108086213017753,0.119,0.752,0.130,13,non-rumours
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV",0.280,0.260,0.460,0.41732800000000003,0.8591,-0.9312,0.4757,0.093085686816,0.099,0.747,0.154,50,non-rumours
Stop making excuses for terrorists. #CharlieHebdo tweeted this before Christmas and there'll be no avenging Jesus. http://t.co/BS3Z759LLx,0.208,0.292,0.500,0.38776666666666665,0.8159,-0.924,0.3547,0.10278386472222223,0.054,0.784,0.162,24,non-rumours
My timeline is full of Muslims condemning #CharlieHebdo attacks - just like the rest of the world.,0.067,0.133,0.800,0.4795,0.3612,-0.886,0.4574,0.066201316,0.073,0.677,0.250,15,non-rumours
"Second thought: Only way to pay respect to those who died is by defending the rights that Charlie Hebdo defended, and in as upfront a way.",1.000,0.000,0.000,0.81345,0.8625,0.7644,0.81345,0.0024059025000000038,0.316,0.660,0.025,2,non-rumours
"Before the brutal attacks on #CharlieHebdo, the big news today was Houellebecq's new novel imagining a Muslim president of France in 2022.",0.125,0.375,0.500,0.31222500000000003,0.3565,-0.5943,0.4031,0.063103249375,0.048,0.828,0.123,8,non-rumours
"Here's what we know about the #CharlieHebdo attack so far
http://t.co/MUwOzTP7kI http://t.co/b8UzO0Gz5W",0.154,0.077,0.769,0.6079769230769231,0.4767,-0.93,0.6595,0.06527606177514793,0.060,0.637,0.303,13,non-rumours
"Attack on #CharlieHebdo is ""brazen assault on free expression in the heart of Europe"" says @RobertMMahoney http://t.co/K7qmDH22IH",0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.000,1.000,0.000,1,non-rumours
This is not in the name of Islam. These ppl don't represent ANY religion. No matter what they say. Disgraceful &amp; heartbreaking #CharlieHebdo,0.077,0.269,0.654,0.38182307692307693,0.6369,-0.7906,0.36950000000000005,0.07510804562130179,0.033,0.742,0.225,26,non-rumours
"In reporting the #CharlieHebdo terrorist attack, @Telegraph blurs out the French mag's cover cartoon of Mohammed http://t.co/8SDCsSVlc8",0.300,0.400,0.300,0.25778500000000004,0.6448,-0.7177,0.1614,0.069415469275,0.109,0.776,0.115,20,non-rumours
We condemn the attack in #Paris and pray for soonest recovery for the injured and patience to families &amp; people of France. #CharlieHebdo,0.000,0.000,1.000,0.58865,-0.3818,-0.7955,0.58865,0.042786922500000005,0.000,0.572,0.428,2,non-rumours
"Just waiting for @BarackObama, @David_Cameron and @JustinTrudeau to say: ""#CharlieHebdo massacre in Paris had nothing to do with Islam.""",0.111,0.389,0.500,0.2400888888888889,0.4404,-0.6449,0.11130000000000001,0.06250281876543212,0.044,0.790,0.166,18,non-rumours
"#NATO SG statement on terrorist attack in #Paris, #France  http://t.co/UBFmqktXjC http://t.co/KZCi5UR5fx",0.368,0.368,0.263,0.32886315789473686,0.7096,-0.7184,0.3612,0.07684008969529088,0.112,0.811,0.077,19,non-rumours
No more hand-wringing and fence-sitting. To support #CharlieHebdo and #FreedomOfSpeech we must publish their images. http://t.co/N2M2bzT6ao,0.250,0.083,0.667,0.43369166666666664,0.6369,-0.8395,0.43095,0.07239696076388889,0.100,0.725,0.174,12,non-rumours
#CharlieHebdo: what we know so far http://t.co/7GgpZ4tKlF http://t.co/yMGSiOnl3H,0.409,0.227,0.364,0.3886045454545455,0.93,-0.8779,0.43015000000000003,0.07738093043388429,0.149,0.707,0.145,22,non-rumours
#CharlieHebdo shooting: what we know so far http://t.co/6YUX5mot92 http://t.co/nC9fYCh6qd,0.413,0.196,0.391,0.4528782608695653,0.8415,-0.91,0.47004999999999997,0.09105696996219281,0.166,0.697,0.137,46,non-rumours
"Shooting at #CharlieHebdo ""an attack on freedom"", says Dominque Moisi, Parisian political analyst: http://t.co/B3AvGBwp82",0.158,0.053,0.789,0.5082210526315789,0.743,-0.9022,0.587,0.09170026060941829,0.093,0.650,0.257,19,non-rumours
"World leaders condemn the #CharlieHebdo attack as ""barbaric"", ""sickening"" and ""intolerable"". http://t.co/c05qiB7eIu http://t.co/HaijRrbwlz",0.190,0.190,0.619,0.44070952380952366,0.6642,-0.8274,0.516,0.0805752532426304,0.094,0.700,0.206,21,non-rumours
"Horrific news re Charlie Hebdo. People of huge courage, wit and integrity murdered by people who find those ideas frightening. Awful.",0.385,0.231,0.385,0.33000769230769234,0.6369,-0.8276,0.25,0.0758043699408284,0.130,0.733,0.137,13,non-rumours
"Killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo",0.235,0.294,0.471,0.402235294117647,0.4767,-0.9307,0.4522,0.12107924110726642,0.077,0.730,0.192,17,non-rumours
"Make Fun of Hindu God's #PK = Creativity , Freedom of Expression
Make Fun of A Prophet = 12 killed 

#CharlieHebdo http://t.co/1qQGFtuhO2",0.289,0.311,0.400,0.3640155555555556,0.7424,-0.9282,0.3818,0.0906227613135803,0.094,0.773,0.133,45,non-rumours
#CharlieHebdo massacre: 'Attack will heighten anti-Islamic tensions across Europe' http://t.co/1EBlSuVTWe,0.300,0.333,0.367,0.3276766666666667,0.7003,-0.8316,0.3506,0.07383494045555557,0.159,0.714,0.127,30,non-rumours
"Hours before the attack, #CharlieHebdo published a cartoon featuring the Islamic State: http://t.co/Jfqmha1GdV (epa) http://t.co/yeWyZxIdHH",0.100,0.000,0.900,0.5013099999999999,0.5773,-0.891,0.4767,0.056298286899999994,0.051,0.729,0.220,10,non-rumours
"it'll be fascinating to see how all the topical satire shows on British TV respond to the #CharlieHebdo murders. Oh no, hang on...",0.419,0.226,0.355,0.3897,0.8897,-0.8957,0.3612,0.08729671612903227,0.125,0.762,0.113,31,non-rumours
If we submit to extremists this Cartoon by Robert Mankoff from The New Yorker will be the norm. #CharlieHebdo http://t.co/sNMbQVPlqJ,0.273,0.273,0.455,0.4148181818181818,0.7003,-0.8105,0.5093,0.08103693785123967,0.106,0.740,0.155,11,non-rumours
Thousands tweeting #JeSuisCharlie in support of #CharlieHebdo. http://t.co/GfdXTw6jgl,0.231,0.538,0.231,0.34467692307692305,0.8415,-0.9201,0.0,0.1519567233136095,0.101,0.761,0.138,13,non-rumours
"If we hate after atrocities like this, we're doing exactly what the perpetrators want us to do #CharlieHebdo",0.378,0.178,0.444,0.42634888888888883,0.9042,-0.9649,0.4019,0.10324199005432098,0.154,0.651,0.196,45,non-rumours
The car used by armed gunmen who stormed the Paris offices of satirical newspaper #CharlieHebdo Photo D. Faget #AFP http://t.co/ZBkDglcBcE,0.000,0.400,0.600,0.22972,0.0,-0.5267,0.128,0.05477554159999999,0.092,0.541,0.367,5,non-rumours
Pray for the victims. Deadly terrorist attack on French magazine Charlie Hebdo in Paris #FreePress http://t.co/HCEG92Zxtz,0.200,0.400,0.400,0.47758,0.8655,-0.8316,0.6908,0.15548803360000002,0.096,0.783,0.121,5,non-rumours
"This doesn't represent all Muslims, but, sorry, it does represent the official Islamic school of a certain key Arab state. #CharlieHebdo",0.276,0.397,0.328,0.3239293103448275,0.9097,-0.8847,0.31379999999999997,0.09872186620986924,0.103,0.789,0.108,58,non-rumours
RIP #CharlieHebdo jihadist terrorist victims.This is why I'd tweeted it was so important for Muslims to openly *not* be offended by cartoons,0.400,0.300,0.300,0.35380500000000004,0.872,-0.8807,0.3961,0.082669901475,0.180,0.718,0.102,20,non-rumours
"""I do not agree with what you have to say, but I'll defend to the death your right to say it."" -Voltaire #FreeSpeech  #JeSuisCharlie",0.000,0.500,0.500,0.26170000000000004,0.0,-0.7848,0.1366,0.09032946333333335,0.015,0.745,0.240,6,non-rumours
"Deeply disturbed and saddened by yet another Islamist massacre. 
Shame on religion.  #CharlieHebdo #ParisShooting
. http://t.co/H6yPad7bWD",0.292,0.167,0.542,0.4366749999999999,0.6229,-0.8772,0.52565,0.08432083687500001,0.078,0.725,0.197,24,non-rumours
Single finger raised by #CharlieHebdo gunman looks like what ISIS fighters often do in battle. http://t.co/6GmumrBndC CC @EliotHiggins,0.357,0.333,0.310,0.26838095238095244,0.6162,-0.8638,0.3056,0.05522495201814059,0.115,0.761,0.124,42,non-rumours
"You can kill journalists, cartoonists. You can't kill the freedom of the press. You have only made their message stronger. #JeSuisCharlie",0.500,0.167,0.333,0.5376166666666667,0.8504,-0.7777,0.59785,0.08493877138888889,0.225,0.671,0.104,6,non-rumours
Charlie Hebdo attack: what we know so far  – live updates http://t.co/FzR7qMoeKB @claire_phipps http://t.co/YDuMHPAHrt,0.353,0.118,0.529,0.474,0.9274,-0.872,0.4588,0.09136959411764706,0.143,0.654,0.203,17,non-rumours
"We can never allow the barbaric savagery of islamic extremism to defeat our right to free speech. 
#CharlieHebdo http://t.co/YmQqlYNbnx",0.358,0.137,0.505,0.4342947368421051,0.9224,-0.9524,0.4215,0.08199001860387814,0.136,0.690,0.175,95,non-rumours
"A terrorist might appear from among Muslims, but then he loses the qualities that make him Muslim. *** #CharlieHebdo http://t.co/YFQh8QmShP",0.400,0.300,0.300,0.39531,0.7641,-0.7003,0.47150000000000003,0.0968112909,0.156,0.742,0.102,10,non-rumours
"Instead of focusing on the recent dead in Paris, we should keep in mind that Islamists have committed 24,784 deadly attacks since 9/11.",0.200,0.267,0.533,0.3908933333333334,0.4199,-0.9081,0.4019,0.09066297662222221,0.105,0.737,0.158,15,non-rumours
You can twist and turn it as you like: Publishing cartoons is not a crime. Using them as an excuse for religious fascism is. #CharlieHebdo,0.125,0.500,0.375,0.2675625,0.6341,-0.872,0.1366,0.09935661984375,0.032,0.871,0.096,8,non-rumours
"Third thought: defending the rights that Charlie Hebdo defended means defending free speech, not attacking Muslims.",0.625,0.000,0.375,0.5891125,0.7482,-0.7579,0.5789,0.01210997859375,0.328,0.559,0.114,8,non-rumours
"BBC reporter noting that Charlie Hebdo also mocks Christians, Jews and atheists. Oddly, though, those groups don't seem to bomb them.",0.278,0.444,0.278,0.22634999999999994,0.6501,-0.7003,0.14055,0.06050724250000001,0.105,0.799,0.096,18,non-rumours
My family is French. My family is Muslim. I am a journalist. We are grieving. #CharlieHebdo,0.333,0.048,0.619,0.398,0.6767,-0.875,0.4588,0.05306418,0.131,0.647,0.222,21,non-rumours
"Press ""must stand together to send the message that murderous attempts to silence us will not stand"" #CharlieHebdo http://t.co/aiF9kVv9hw",0.429,0.286,0.286,0.4392714285714286,0.778,-0.8519,0.5009,0.10179729489795919,0.133,0.756,0.111,14,non-rumours
Simply put by our French colleagues in solidarity with the journalists of #CharlieHebdo http://t.co/mXwAsi2N4S,0.500,0.250,0.250,0.36729999999999996,0.8429,-0.2244,0.31315,0.095680555,0.337,0.609,0.053,4,non-rumours
"Let there be more, not less.  #CharlieHebdo http://t.co/Ut4yuxi30O",0.625,0.250,0.125,0.33767500000000006,0.8176,-0.4767,0.3593,0.06675889437499999,0.194,0.777,0.030,8,non-rumours
"Real Muslims have never seen, and cannot see #terrorism as a way for solving their problems.*** #CharlieHebdo http://t.co/sdJvdNxAGM",0.750,0.000,0.250,0.46962499999999996,0.6002,-0.6234,0.6002,0.057477291874999996,0.162,0.707,0.131,4,non-rumours
"#CHARLIEHEBDO SHOOTING: Gunmen still at large, manhunt underway - LIVE UPDATES http://t.co/3Jsosc7yl3 http://t.co/LzCuCBqQP8",0.133,0.200,0.667,0.4140533333333333,0.6633,-0.8541,0.5267,0.08173014648888888,0.065,0.641,0.294,15,non-rumours
"Our statement on the Charlie Hebdo attack: defend freedom of speech, resist hatred. https://t.co/1Ok61nfRwj",0.125,0.375,0.500,0.1976625,0.3384,-0.4939,0.2263,0.029520549843749997,0.128,0.751,0.121,8,non-rumours
How the terrorists win: @Telegraph is now blurring the cover Mohammed cartoon of #CharlieHebdo in its reporting http://t.co/DffGzIrQZI,0.308,0.346,0.346,0.37850769230769227,0.8541,-0.8647,0.3506,0.11041626301775148,0.118,0.705,0.177,26,non-rumours
"Freedom of expression is non-negotiable - http://t.co/c8Fm7F6c1k via @IndexCensorship
#jesuischarlie",0.429,0.286,0.286,0.4239285714285714,0.8834,-0.875,0.4019,0.11830493632653061,0.123,0.754,0.123,7,non-rumours
"When free speach die, we die. All thoughts to #CharlieHebdo who on this issue wrote ""Love is stronger than hate"" http://t.co/IizcmJJVOD",0.500,0.062,0.438,0.52264375,0.7964,-0.9299,0.61595,0.08809879996093749,0.182,0.666,0.152,16,non-rumours
The Ahmadiyya Muslim Community categorically condemns the attack at Charlie Hebdo. Our thoughts are with the victims: http://t.co/kTsWb7SNaA,0.000,1.000,0.000,0.0276,0.0276,0.0276,0.0276,0.0,0.207,0.592,0.201,1,non-rumours
"A brief history of Charlie Hebdo, the satirical magazine at the centre of today's terror attack in Paris http://t.co/mewhhD9cOm #paris",0.133,0.267,0.600,0.4533866666666667,0.7003,-0.7906,0.6249,0.08704575582222222,0.071,0.715,0.214,15,non-rumours
